날짜,종가,시가,고가,저가,거래량,변동률,수익률
2019- 12- 06,70600,70590,70720,70530,0.40K,-0.0013,0.0096
2019- 12- 05,70690,70575,70765,70575,0.45K,0.0001,0.0012
2019- 12- 04,70685,70615,70720,70495,4.32K,0.0064,-0.0443
2019- 12- 03,70235,70525,70530,70225,2.83K,-0.0045,0.0327
2019- 12- 02,70550,70770,70770,70485,5.55K,-0.0046,0.0287
2019- 11- 29,70875,70675,70905,70625,1.75K,0.0038,-0.0252
2019- 11- 28,70610,70615,70745,70565,2.40K,-0.0001,-0.0018
2019- 11- 27,70615,70445,70630,70445,0.61K,0.0031,-0.0222
2019- 11- 26,70400,70305,70400,70195,0.77K,0.0014,-0.0093
2019- 11- 25,70305,70400,70445,70305,1.78K,-0.0028,0.0165
2019- 11- 22,70500,70565,70565,70390,0.87K,-0.0015,0.0102
2019- 11- 21,70605,70560,70805,70530,1.83K,0.0006,-0.0036
2019- 11- 20,70560,70390,70560,70355,2.23K,0.0049,-0.0368
2019- 11- 19,70215,70000,70275,70000,3.20K,0.004,-0.0253
2019- 11- 18,69935,69955,69955,69810,2.39K,0.001,-0.0072
2019- 11- 15,69865,69975,69975,69830,9.66K,-0.0016,-0.0006
2019- 11- 14,69975,69975,69975,69835,22.24K,0.0019,-0.0022
2019- 11- 13,69840,69625,69860,69625,12.20K,0.0041,-0.0271
2019- 11- 12,69555,69780,70060,69555,3.20K,-0.0052,0.0319
2019- 11- 11,69920,69720,69920,69535,0.69K,0.0021,-0.0083
2019- 11- 08,69770,69175,69770,69150,1.76K,0.0012,-0.005
2019- 11- 07,69685,69770,69770,69600,1.90K,0.0009,-0.006
2019- 11- 06,69625,69500,69625,69345,1.25K,-0.0005,0.0044
2019- 11- 05,69660,69485,69660,69125,2.89K,0.0001,-0.0038
2019- 11- 04,69655,70045,70070,69600,7.35K,-0.0076,0.0483
2019- 11- 01,70185,70415,70450,70100,1.41K,-0.0003,0.0017
2019- 10- 31,70205,70140,70265,70095,1.11K,0.0031,-0.0176
2019- 10- 30,69985,69890,70200,69890,3.09K,0.0021,-0.0135
2019- 10- 29,69840,69810,69985,69685,6.15K,-0.002,0.0108
2019- 10- 28,69980,70385,70395,69980,3.22K,-0.0077,0.0469
2019- 10- 25,70525,70625,70700,70450,3.41K,-0.0025,0.0201
2019- 10- 24,70700,70715,70720,70545,0.52K,0.0013,-0.0109
2019- 10- 23,70605,70705,70765,70535,4.49K,0.0006,-0.0018
2019- 10- 22,70565,70495,70630,70450,1.41K,-0.0005,0.0
2019- 10- 21,70600,70975,70985,70575,7.41K,-0.0059,0.0421
2019- 10- 18,71020,71075,71120,70945,2.87K,-0.0008,0.0063
2019- 10- 17,71075,71435,71435,71000,1.95K,-0.0039,0.0301
2019- 10- 16,71355,71415,71475,71230,5.44K,-0.0031,0.0248
2019- 10- 15,71580,71615,71720,71580,1.81K,-0.0005,0.0027
2019- 10- 14,71615,71490,71615,71460,3.05K,0.002,0.0027
2019- 10- 11,71470,71580,71590,71410,1.10K,-0.0047,0.0247
2019- 10- 10,71810,72160,72190,71785,20.36K,-0.0015,0.0246
2019- 10- 08,71920,72140,72140,71910,0.22K,-0.005,0.0384
2019- 10- 07,72280,72300,72375,72140,1.51K,-0.0005,0.0058
2019- 10- 04,72315,71840,72315,71840,2.52K,0.0106,-0.0828
2019- 10- 02,71555,71755,71790,71550,8.83K,0.0001,-0.0013
2019- 10- 01,71545,71870,71885,71405,1.91K,-0.0036,0.0295
2019- 09- 30,71805,71910,71935,71805,1.60K,-0.0013,0.0062
2019- 09- 27,71900,71945,71980,71875,1.16K,-0.0009,0.0049
2019- 09- 26,71965,71880,71965,71850,0.41K,-0.0004,0.0056
2019- 09- 25,71995,72020,72060,71920,1.91K,0.0025,-0.0233
2019- 09- 24,71815,71845,71900,71675,3.22K,0.0006,-0.0027
2019- 09- 23,71770,71880,71925,71735,3.67K,-0.0006,0.0034
2019- 09- 20,71810,71765,71830,71750,1.04K,0.0004,-0.0048
2019- 09- 19,71780,71780,71945,71650,2.29K,0.0006,-0.0048
2019- 09- 18,71740,71635,71750,71565,0.60K,0.0041,-0.0213
2019- 09- 17,71450,71435,71665,71385,5.34K,0.0019,-0.0228
2019- 09- 16,71315,71835,71895,71315,29.02K,-0.0121,0.0956
2019- 09- 11,72185,72265,72265,72140,2.85K,-0.002,0.0145
2019- 09- 10,72330,72290,72330,72215,1.10K,-0.0012,0.0178
2019- 09- 09,72420,72365,72490,72355,2.50K,0.0019,-0.0203
2019- 09- 06,72285,72235,72300,72150,16.14K,-0.0007,0.0073
2019- 09- 05,72335,72585,72615,72255,2.23K,-0.0019,0.0148
2019- 09- 04,72475,72805,72805,72445,1.45K,-0.0019,0.0143
2019- 09- 03,72610,72620,72715,72525,2.69K,0.0012,-0.0111
2019- 09- 02,72525,72905,72905,72450,2.41K,-0.0058,0.0409
2019- 08- 30,72945,73080,73145,72790,4.20K,-0.0021,0.02
2019- 08- 29,73100,72995,73125,72995,1.64K,0.0003,0.0016
2019- 08- 28,73080,73185,73240,72860,3.34K,-0.0018,0.0089
2019- 08- 27,73215,73345,73345,73005,1.69K,-0.0035,0.0378
2019- 08- 26,73470,73530,73550,73375,2.41K,0.0065,-0.0495
2019- 08- 23,72995,73190,73190,72860,1.52K,-0.0025,0.0277
2019- 08- 22,73175,72890,73175,72890,1.84K,0.0034,-0.0376
2019- 08- 21,72925,73455,73475,72925,2.25K,-0.006,0.0659
2019- 08- 20,73365,73450,73450,73300,1.17K,-0.0015,0.0118
2019- 08- 19,73475,73490,73500,73415,2.25K,-0.0009,0.012
2019- 08- 16,73540,73595,73685,73535,3.10K,0.0052,-0.0433
2019- 08- 14,73160,73070,73200,73050,12.67K,0.0002,0.0024
2019- 08- 13,73145,73060,73145,72995,4.54K,0.0043,-0.0435
2019- 08- 12,72835,72825,72865,72800,0.80K,0.001,0.0047
2019- 08- 09,72760,72950,72950,72760,4.78K,-0.0021,0.0158
2019- 08- 08,72910,72870,73005,72870,1.60K,-0.0008,0.0144
2019- 08- 07,72970,73080,73180,72940,3.65K,-0.0002,-0.004
2019- 08- 06,72985,73240,73310,72745,3.56K,-0.0001,0.0032
2019- 08- 05,72990,72480,72990,72450,2.06K,0.0083,-0.0657
2019- 08- 02,72390,72420,72550,72390,4.17K,0.0046,-0.0377
2019- 08- 01,72060,72160,72165,72040,0.94K,-0.0012,0.0101
2019- 07- 31,72150,72050,72150,72040,5.05K,0.001,-0.0107
2019- 07- 30,72075,71995,72075,71940,0.84K,0.0003,-0.0014
2019- 07- 29,72055,72010,72055,71985,1.28K,0.0017,-0.0085
2019- 07- 26,71930,71895,72015,71880,1.68K,0.0003,-0.0063
2019- 07- 25,71910,71810,71910,71785,0.98K,0.0024,-0.0225
2019- 07- 24,71735,71610,71735,71585,0.83K,0.0008,-0.0027
2019- 07- 23,71675,71730,71740,71675,1.69K,-0.0001,0.0034
2019- 07- 22,71685,71740,71755,71685,1.46K,-0.0012,0.0
2019- 07- 19,71770,71670,71850,71670,15.08K,0.0015,-0.0109
2019- 07- 18,71665,71290,71665,71290,1.52K,0.0064,-0.0504
2019- 07- 17,71210,71080,71220,71070,0.34K,0.0022,-0.0165
2019- 07- 16,71055,71105,71155,71055,0.63K,0.0005,-0.0044
2019- 07- 15,71020,71130,71155,71020,1.24K,-0.0003,0.0102
2019- 07- 12,71040,71015,71045,70960,0.72K,-0.0021,0.0155
2019- 07- 11,71190,71295,71350,71190,1.44K,0.001,-0.009
2019- 07- 10,71120,71185,71190,71120,1.59K,-0.002,0.0156
2019- 07- 09,71265,71230,71345,71225,0.31K,0.0006,0.0013
2019- 07- 08,71225,71080,71235,71080,1.61K,-0.0008,-0.0013
2019- 07- 05,71285,71350,71435,71265,2.23K,0.0001,0.0059
2019- 07- 04,71275,71250,71295,71220,0.31K,0.0003,-0.0072
2019- 07- 03,71255,71115,71255,71115,0.34K,0.0044,-0.034
2019- 07- 02,70940,70875,70980,70875,0.70K,0.0013,-0.01
2019- 07- 01,70845,70760,70940,70750,4.29K,-0.0006,0.0056
2019- 06- 28,70890,70925,70925,70825,1.82K,0.0009,-0.0111
2019- 06- 27,70825,70800,70835,70795,0.41K,0.0001,0.0044
2019- 06- 26,70815,70925,70950,70760,2.77K,-0.0023,0.0152
2019- 06- 25,70975,71170,71245,70975,0.96K,-0.002,0.0134
2019- 06- 24,71115,70980,71130,70980,0.50K,0.0008,-0.0045
2019- 06- 21,71060,71125,71150,71060,0.83K,-0.0019,0.0175
2019- 06- 20,71195,71035,71240,71035,14.84K,0.0052,-0.0368
2019- 06- 19,70825,70870,70895,70800,0.80K,0.0006,-0.0074
2019- 06- 18,70785,70765,70900,70725,18.13K,0.0004,-0.0043
2019- 06- 17,70755,70795,70810,70725,0.85K,-0.0023,0.0214
2019- 06- 14,70915,70855,70915,70835,1.72K,0.0011,-0.0124
2019- 06- 13,70835,70855,71000,70810,6.97K,-0.0008,0.0088
2019- 06- 12,70895,70550,70895,70550,0.95K,0.0063,-0.0488
2019- 06- 11,70450,70545,70545,70450,1.21K,-0.0018,0.0139
2019- 06- 10,70575,70615,70670,70575,4.82K,-0.0016,0.0135
2019- 06- 07,70690,70625,70720,70575,1.06K,-0.0003,-0.0091
2019- 06- 05,70710,70430,70710,70430,0.34K,0.003,-0.0178
2019- 06- 04,70500,70515,70550,70490,1.91K,0.0011,-0.0041
2019- 06- 03,70420,70560,70560,70405,6.08K,-0.001,0.0132
2019- 05- 31,70490,70250,70505,70220,2.16K,0.0046,-0.0339
2019- 05- 30,70165,70090,70165,70075,0.32K,0.0,-0.0006
2019- 05- 29,70165,69960,70165,69960,0.41K,0.0054,-0.0301
2019- 05- 28,69785,69865,69885,69735,1.67K,-0.0009,-0.0011
2019- 05- 27,69845,69850,69890,69820,2.62K,-0.0009,0.0017
2019- 05- 24,69910,69895,69935,69840,0.43K,0.0019,-0.01
2019- 05- 23,69780,69695,69810,69695,0.78K,0.0019,-0.0115
2019- 05- 22,69645,69595,69675,69580,1.52K,-0.0002,0.0005
2019- 05- 21,69660,69515,69675,69510,1.04K,0.0022,-0.0097
2019- 05- 20,69510,69585,69600,69510,6.67K,-0.0024,0.0121
2019- 05- 17,69680,69630,69680,69545,5.04K,0.0002,0.0
2019- 05- 16,69665,69525,69665,69525,1.37K,0.0032,-0.0241
2019- 05- 15,69445,69440,69455,69410,0.86K,0.0012,-0.0021
2019- 05- 14,69360,69435,69505,69360,0.36K,-0.0001,-0.0027
2019- 05- 13,69365,69455,69460,69365,12.64K,-0.0001,-0.0005
2019- 05- 10,69370,69395,69465,69335,0.67K,-0.0007,0.0054
2019- 05- 09,69420,69340,69430,69340,1.25K,0.0014,-0.0075
2019- 05- 08,69325,69350,69365,69310,3.80K,-0.0004,-0.0048
2019- 05- 07,69355,69375,69395,69330,6.44K,0.0028,-0.0089
2019- 05- 03,69160,69285,69320,69155,2.47K,-0.0017,0.008
2019- 05- 02,69275,69400,69400,69270,3.97K,-0.0031,0.0217
2019- 04- 30,69490,69340,69500,69340,1.14K,0.0017,-0.0097
2019- 04- 29,69375,69355,69375,69340,0.45K,0.0009,-0.0064
2019- 04- 26,69315,69395,69395,69290,1.01K,0.0,-0.0016
2019- 04- 25,69315,69455,69470,69315,0.54K,0.0033,-0.0173
2019- 04- 24,69090,69045,69130,68995,1.46K,0.0009,-0.0057
2019- 04- 23,69025,69035,69105,69000,0.55K,0.0007,-0.0031
2019- 04- 22,68980,69145,69145,68980,1.97K,-0.0028,0.0099
2019- 04- 19,69175,69215,69225,69130,0.96K,-0.0011,0.0037
2019- 04- 18,69250,69065,69250,69065,0.44K,0.0057,-0.0287
2019- 04- 17,68860,68930,68930,68830,0.64K,-0.0017,0.0083
2019- 04- 16,68980,69020,69130,68980,0.62K,-0.0005,0.0026
2019- 04- 15,69015,69040,69060,68980,3.77K,-0.0033,0.0223
2019- 04- 12,69245,69245,69260,69220,0.09K,-0.0014,0.008
2019- 04- 11,69345,69340,69410,69300,0.55K,0.0003,-0.0027
2019- 04- 10,69325,69320,69340,69300,0.51K,0.0007,-0.0016
2019- 04- 09,69275,69265,69350,69230,1.25K,-0.0008,0.0037
2019- 04- 08,69330,69280,69420,69280,1.33K,0.0025,-0.0148
2019- 04- 05,69155,69230,69230,69155,0.20K,-0.0018,0.008
2019- 04- 04,69280,69225,69280,69150,0.73K,0.001,-0.0064
2019- 04- 03,69210,69400,69465,69210,0.41K,-0.0027,0.0172
2019- 04- 02,69400,69160,69400,69160,1.12K,0.0012,-0.0038
2019- 04- 01,69320,69430,69475,69320,1.48K,-0.0029,0.0186
2019- 03- 29,69525,69575,69605,69495,2.56K,-0.0001,0.0127
2019- 03- 28,69530,69455,69620,69435,0.48K,0.0026,-0.019
2019- 03- 27,69350,69135,69350,69135,0.22K,0.0041,-0.0315
2019- 03- 26,69070,69100,69125,69060,0.41K,-0.0016,0.0101
2019- 03- 25,69180,69085,69215,69085,0.72K,0.0046,-0.0238
2019- 03- 22,68865,68885,68935,68865,0.33K,-0.0007,0.001
2019- 03- 21,68910,68775,68910,68775,1.28K,0.0043,-0.0233
2019- 03- 20,68615,68600,68665,68600,0.31K,0.0,-0.0005
2019- 03- 19,68615,68525,68615,68520,0.06K,0.0014,-0.0075
2019- 03- 18,68520,68580,68580,68505,0.37K,-0.001,0.001
2019- 03- 15,68590,68620,68620,68515,0.74K,-0.0004,0.0056
2019- 03- 14,68615,68700,68725,68615,0.23K,-0.0018,0.0056
2019- 03- 13,68740,68685,68770,68685,0.32K,0.002,-0.0135
2019- 03- 12,68605,68570,68605,68550,0.22K,-0.0004,0.004
2019- 03- 11,68630,68695,68695,68605,1.05K,-0.0009,0.0051
2019- 03- 08,68695,68595,68700,68595,0.51K,0.0028,-0.015
2019- 03- 07,68505,68475,68525,68435,0.25K,0.0018,-0.0089
2019- 03- 06,68380,68360,68385,68360,0.24K,0.0007,-0.0044
2019- 03- 05,68335,68325,68375,68305,0.20K,0.0004,0.0015
2019- 03- 04,68310,68365,68370,68290,1.81K,-0.0035,0.0212
2019- 02- 28,68550,68520,68550,68420,0.13K,0.0001,0.001
2019- 02- 27,68540,68475,68560,68475,0.05K,0.0016,-0.0095
2019- 02- 26,68430,68420,68490,68420,0.08K,0.0002,-0.0035
2019- 02- 25,68415,68430,68490,68415,0.28K,-0.0002,0.0045
2019- 02- 22,68430,68385,68430,68375,0.21K,0.0001,0.0
2019- 02- 21,68425,68545,68545,68345,0.81K,-0.0015,0.0085
2019- 02- 20,68525,68570,68575,68505,1.06K,0.0003,-0.002
2019- 02- 19,68505,68505,68535,68480,0.13K,0.0001,-0.0005
2019- 02- 18,68500,68640,68640,68500,0.50K,-0.0025,0.0163
2019- 02- 15,68675,68655,68720,68655,0.42K,0.0022,-0.017
2019- 02- 14,68525,68550,68585,68500,0.52K,-0.0004,0.0045
2019- 02- 13,68550,68525,68610,68505,0.22K,0.0,0.0046
2019- 02- 12,68550,68710,68720,68550,2.27K,-0.0031,0.017
2019- 02- 11,68760,68610,68760,68610,0.18K,0.0022,-0.0092
2019- 02- 08,68610,68520,68665,68520,2.11K,0.0024,-0.0145
2019- 02- 07,68445,68480,68540,68435,1.03K,-0.0007,0.0061
2019- 02- 01,68490,68450,68500,68345,0.94K,0.0018,-0.0095
2019- 01- 31,68365,68205,68375,68205,0.69K,0.0043,-0.0263
2019- 01- 30,68075,68200,68255,68075,0.16K,-0.0018,0.0123
2019- 01- 29,68200,68310,68310,68200,0.36K,-0.0015,0.0049
2019- 01- 28,68300,68325,68335,68275,0.35K,-0.001,0.0095
2019- 01- 25,68370,68440,68505,68360,0.58K,-0.0009,0.0065
2019- 01- 24,68435,68475,68540,68435,0.49K,-0.001,0.005
2019- 01- 23,68505,68455,68520,68380,1.03K,0.0013,-0.008
2019- 01- 22,68415,68220,68425,68200,0.34K,0.0023,-0.0128
2019- 01- 21,68255,68280,68340,68245,3.29K,-0.0018,0.0065
2019- 01- 18,68375,68450,68450,68370,1.87K,-0.0027,0.0152
2019- 01- 17,68560,68510,68570,68490,0.39K,0.0006,-0.004
2019- 01- 16,68520,68620,68655,68475,1.67K,-0.0009,0.0071
2019- 01- 15,68585,68525,68600,68525,0.56K,0.0009,-0.0035
2019- 01- 14,68525,68385,68525,68325,0.29K,0.0023,-0.01
2019- 01- 11,68370,68415,68435,68370,0.76K,-0.0013,0.0112
2019- 01- 10,68460,68425,68500,68410,2.39K,0.0026,-0.0096
2019- 01- 09,68280,68245,68280,68170,0.30K,-0.002,-0.003
2019- 01- 08,68420,68385,68505,68300,0.57K,-0.0008,0.0091
2019- 01- 07,68475,68375,68500,68365,1.88K,0.0004,0.0041
2019- 01- 04,68450,68715,68795,68330,1.35K,-0.0026,0.0149
2019- 01- 03,68630,68725,68725,68630,1.13K,-0.0002,0.0021
2019- 01- 02,68645,68635,68825,68605,1.97K,0.0002,-0.0046
2018- 12- 28,68630,68630,68645,68580,1.12K,-0.0005,-0.0031
2018- 12- 27,68665,68485,68665,68485,0.29K,0.0007,-0.0036
2018- 12- 26,68620,68525,68730,68510,0.23K,0.0034,-0.0201
2018- 12- 24,68390,68450,68495,68385,1.00K,-0.0015,0.0076
2018- 12- 21,68495,68630,68670,68475,0.57K,-0.0031,0.0202
2018- 12- 20,68705,68720,68730,68680,0.53K,0.0001,-0.0036
2018- 12- 19,68695,68610,68780,68610,1.09K,0.0038,-0.0227
2018- 12- 18,68435,68365,68500,68320,0.98K,0.0018,-0.0105
2018- 12- 17,68315,68295,68370,68295,1.07K,0.0004,0.002
2018- 12- 14,68290,68220,68320,68220,0.69K,0.001,-0.0074
2018- 12- 13,68220,68220,68290,68180,2.21K,-0.0011,0.0035
2018- 12- 12,68295,68305,68305,68230,1.87K,-0.002,0.0152
2018- 12- 11,68435,68440,68480,68375,0.27K,-0.0001,0.001
2018- 12- 10,68445,68485,68490,68405,0.62K,-0.0004,-0.002
2018- 12- 07,68470,68430,68470,68360,0.74K,-0.0006,0.0
2018- 12- 06,68510,68110,68510,68105,0.33K,0.0064,-0.0369
2018- 12- 05,68075,67960,68080,67950,1.16K,0.0036,-0.0209
2018- 12- 04,67830,67830,67935,67785,3.67K,0.0027,-0.0127
2018- 12- 03,67650,67650,67765,67620,1.63K,-0.0034,0.009
2018- 11- 30,67880,67690,67930,67685,0.41K,0.0017,-0.0033
2018- 11- 29,67765,67560,67785,67560,0.18K,0.0036,-0.0204
2018- 11- 28,67520,67535,67535,67475,0.64K,-0.0002,0.0028
2018- 11- 27,67535,67430,67550,67430,0.25K,0.0016,-0.0074
2018- 11- 26,67430,67395,67430,67370,0.68K,0.0,0.0005
2018- 11- 23,67430,67250,67480,67250,0.37K,0.0032,-0.0168
2018- 11- 22,67215,67215,67245,67210,0.54K,0.0004,-0.0005
2018- 11- 21,67185,67210,67235,67185,0.18K,-0.0006,0.0005
2018- 11- 20,67225,67285,67285,67165,2.71K,-0.0004,0.0018
2018- 11- 19,67250,67215,67270,67205,0.52K,0.0028,-0.0081
2018- 11- 16,67060,67060,67090,66990,1.91K,-0.0003,-0.0049
2018- 11- 15,67080,67180,67265,67080,0.23K,-0.0028,0.0173
2018- 11- 14,67270,67245,67275,67245,0.11K,0.0024,-0.0113
2018- 11- 13,67110,67265,67265,67110,0.30K,-0.0002,0.0036
2018- 11- 12,67125,67155,67160,67125,1.25K,0.0018,-0.0067
2018- 11- 09,67005,66990,67070,66990,0.12K,0.0027,-0.0097
2018- 11- 08,66825,66790,66825,66790,0.15K,0.0038,-0.0026
2018- 11- 07,66575,66700,66700,66575,0.00K,-0.0025,-0.0122
2018- 11- 06,66745,66690,66765,66675,0.09K,-0.0004,0.0026
2018- 11- 05,66770,66775,66775,66760,0.21K,0.0004,0.0031
2018- 11- 02,66740,66795,66850,66660,0.37K,-0.0016,0.0147
2018- 11- 01,66850,66885,66900,66760,3.21K,-0.0012,0.0049
2018- 10- 31,66930,67110,67110,66905,0.29K,-0.0031,0.0095
2018- 10- 30,67140,67270,67270,67085,1.23K,-0.0009,0.0188
2018- 10- 29,67200,66890,67220,66850,1.30K,0.0027,-0.0324
2018- 10- 26,67020,66850,67020,66850,0.21K,0.004,-0.0093
2018- 10- 25,66755,66790,66790,66750,0.47K,0.0033,-0.0195
2018- 10- 24,66535,66485,66535,66485,0.12K,0.0009,0.0013
2018- 10- 23,66475,66405,66485,66405,0.28K,0.002,-0.0158
2018- 10- 22,66340,66465,66480,66340,0.14K,-0.0016,0.0095
2018- 10- 19,66445,66570,66570,66445,0.15K,-0.0019,0.0118
2018- 10- 18,66570,66325,66570,66320,2.82K,0.0034,-0.0209
2018- 10- 17,66345,66200,66345,66200,0.15K,0.0029,-0.0168
2018- 10- 16,66150,66090,66165,66035,0.67K,0.0011,0.0004
2018- 10- 15,66080,66070,66095,66070,0.10K,0.0012,-0.0083
2018- 10- 12,66000,66115,66115,65965,0.34K,-0.0023,0.0178
2018- 10- 11,66150,66080,66185,66045,0.17K,0.0033,-0.0228
2018- 10- 10,65930,65785,65945,65785,0.83K,0.0033,-0.0119
2018- 10- 08,65710,65610,65710,65610,0.27K,0.0006,0.0041
2018- 10- 05,65670,65625,65715,65625,0.10K,-0.0007,0.0037
2018- 10- 04,65715,65705,65820,65700,0.34K,-0.0067,0.0299
2018- 10- 02,66155,66015,66155,65970,0.31K,0.0016,-0.0063
2018- 10- 01,66050,66105,66145,65990,3.02K,-0.0008,0.0123
2018- 09- 28,66105,66115,66225,66080,2.71K,0.0017,-0.0076
2018- 09- 27,65995,65895,66030,65740,0.28K,0.003,-0.0141
2018- 09- 21,65795,65855,65855,65795,0.01K,0.0,-0.0049
2018- 09- 20,65795,66060,66060,65795,0.11K,-0.0051,0.0236
2018- 09- 19,66130,66155,66155,66120,1.75K,-0.0034,0.0124
2018- 09- 18,66355,66450,66450,66350,19.60K,-0.0002,0.0117
2018- 09- 17,66370,66330,66380,66320,13.86K,-0.0011,0.0017
2018- 09- 14,66445,66645,66675,66420,14.07K,-0.0028,0.0217
2018- 09- 13,66630,66615,66635,66590,0.67K,-0.001,0.0018
2018- 09- 12,66695,66655,66695,66655,0.14K,0.0004,-0.0084
2018- 09- 11,66670,66695,66740,66670,0.18K,0.0008,0.0062
2018- 09- 10,66620,66590,66630,66590,0.52K,-0.0001,-0.0009
2018- 09- 07,66625,66645,66660,66595,0.29K,-0.0031,-0.0004
2018- 09- 06,66835,66595,66835,66595,0.19K,0.0059,-0.0022
2018- 09- 05,66440,66470,66470,66440,0.10K,-0.0005,-0.0091
2018- 09- 04,66470,66470,66535,66415,0.46K,0.0,0.0026
2018- 09- 03,66470,66345,66470,66330,2.16K,0.0021,-0.0082
2018- 08- 31,66330,66150,66340,66150,2.29K,0.0041,-0.0232
2018- 08- 30,66060,66060,66090,66060,0.31K,-0.0008,0.0021
2018- 08- 29,66115,66045,66115,66045,0.65K,-0.0001,0.0038
2018- 08- 28,66120,66025,66120,65960,0.52K,0.0016,-0.008
2018- 08- 27,66015,65980,66050,65980,0.11K,0.0018,-0.0021
2018- 08- 24,65895,65980,65980,65885,0.56K,0.0009,-0.0058
2018- 08- 23,65835,65985,65985,65835,1.07K,-0.0015,-0.0013
2018- 08- 22,65935,65930,65960,65885,0.21K,-0.0004,0.0071
2018- 08- 21,65960,65880,65960,65745,0.09K,0.0038,-0.0104
2018- 08- 20,65710,65710,65710,65665,0.52K,0.0016,-0.0087
2018- 08- 17,65605,65535,65605,65520,0.16K,0.0031,-0.0162
2018- 08- 16,65405,65400,65410,65340,0.18K,0.0011,-0.008
2018- 08- 14,65330,65305,65365,65305,0.10K,0.0003,0.0
2018- 08- 13,65310,65300,65335,65290,0.15K,0.0003,0.004
2018- 08- 10,65290,65175,65290,65175,0.18K,0.0018,-0.0131
2018- 08- 09,65170,65075,65170,65075,0.07K,0.0035,-0.0145
2018- 08- 08,64940,64935,64950,64925,0.03K,-0.0011,0.0004
2018- 08- 07,65010,64995,65010,64960,0.40K,0.0015,-0.0016
2018- 08- 06,64910,64880,64910,64865,0.19K,0.0016,-0.0054
2018- 08- 03,64805,64825,64825,64790,0.25K,-0.0012,0.0031
2018- 08- 02,64880,64775,64880,64775,0.06K,0.0019,-0.0073
2018- 08- 01,64760,64975,64980,64730,4.89K,-0.0033,0.0209
2018- 07- 31,64975,64745,64975,64715,1.96K,0.0019,-0.0128
2018- 07- 30,64855,64870,64925,64855,0.00K,-0.0017,0.0012
2018- 07- 27,64965,64970,64970,64965,0.00K,-0.0002,0.0086
2018- 07- 26,64975,64975,64975,64960,0.01K,-0.0006,0.0012
2018- 07- 25,65015,64855,65015,64855,0.05K,0.0022,-0.0109
2018- 07- 24,64875,64900,64905,64875,0.29K,-0.0026,0.0158
2018- 07- 23,65045,64965,65045,64965,0.02K,-0.001,0.0052
2018- 07- 20,65110,65175,65175,65110,0.02K,0.0014,-0.0067
2018- 07- 19,65020,65070,65070,65020,0.04K,-0.0005,0.0036
2018- 07- 18,65050,64995,65050,64955,1.15K,0.0008,-0.0086
2018- 07- 17,64995,65000,65000,64995,0.61K,0.0011,0.002
2018- 07- 16,64925,64935,64945,64925,0.02K,-0.0004,-0.0039
2018- 07- 13,64950,64970,65000,64925,0.06K,-0.0012,0.0083
2018- 07- 12,65025,65120,65150,64960,0.24K,-0.0011,0.006
2018- 07- 11,65095,65105,65105,65080,0.00K,0.0024,-0.0137
2018- 07- 10,64940,64885,64945,64885,0.06K,0.0009,-0.0016
2018- 07- 09,64880,64910,64910,64865,0.39K,-0.0006,0.0016
2018- 07- 06,64920,65015,65015,64840,0.11K,0.0001,0.0047
2018- 07- 05,64915,64900,65065,64850,1.54K,0.0005,-0.0008
2018- 07- 04,64885,64835,64895,64790,0.21K,0.0015,-0.0116
2018- 07- 03,64790,64895,64930,64790,0.37K,-0.0027,0.0182
2018- 07- 02,64965,64820,64980,64800,3.07K,0.0032,-0.0094
2018- 06- 29,64755,64870,64915,64755,1.06K,-0.0023,0.0004
2018- 06- 28,64905,64830,64905,64805,0.38K,0.0033,-0.0085
2018- 06- 27,64690,64625,64690,64600,0.07K,0.0023,-0.0168
2018- 06- 26,64540,64655,64660,64540,0.95K,-0.0009,0.0046
2018- 06- 25,64600,64615,64615,64600,0.01K,0.0002,-0.0019
2018- 06- 22,64590,64590,64655,64590,0.15K,0.0,0.005
2018- 06- 21,64590,64450,64600,64450,0.18K,0.0022,-0.0095
2018- 06- 20,64450,64420,64500,64405,0.21K,-0.0003,-0.0004
2018- 06- 19,64470,64350,64470,64315,0.08K,0.0032,-0.0113
2018- 06- 18,64265,64250,64265,64250,0.01K,0.003,-0.0101
2018- 06- 15,64075,64085,64105,64070,0.09K,0.0014,-0.0148
2018- 06- 14,63985,63905,63985,63905,0.01K,0.0005,-0.0015
2018- 06- 12,63950,64030,64065,63950,0.12K,0.0013,-0.004
2018- 06- 11,63870,63870,63875,63855,0.02K,-0.0011,0.0096
2018- 06- 08,63940,63835,63965,63835,1.53K,0.0024,-0.0109
2018- 06- 07,63790,63815,63815,63790,0.01K,-0.0009,0.0121
2018- 06- 05,63850,63870,63895,63835,0.38K,-0.0003,-0.0062
2018- 06- 04,63870,63970,63970,63870,0.06K,-0.0025,0.0115
2018- 06- 01,64030,64080,64080,64030,0.27K,-0.0012,0.0033
2018- 05- 31,64105,64075,64130,64075,0.01K,0.0016,-0.0007
2018- 05- 30,64000,64440,64440,64000,0.08K,0.0003,-0.0004
2018- 05- 29,63980,63980,63980,63980,0.00K,0.0012,-0.011
2018- 05- 28,63905,64010,64020,63905,1.90K,-0.0008,0.0026
2018- 05- 25,63955,63955,63955,63955,0.02K,0.0005,-0.0026
2018- 05- 24,63920,63980,64035,63920,0.06K,0.0035,-0.0131
